Code;Latitude;Longitude;restaurant_count;restaurant_is_capped;school_count;school_is_capped;bank_count;bank_is_capped;hospital_count;hospital_is_capped;total_poi;road_types;road_types_desc;road_score;is_main_road;intersection_count;radius_m;alfamidi_count;other_minimarket_count;supermarket_count;total_retail_capped;is_capped;growth_rate_annual;pop_2020;pop_2026_est;density_2020;density_2026_est;category_2026;Status;Region
3010;-3.699.083;128.099.944;20;1;19;0;2;0;1;0;42;trunk,residential,trunk_link;jalan besar penghubung antar kota,jalan perumahan,akses jalan besar;5;1;41;2000;1;5;0;6;0;1.90%;33919;37974;2699.2;3021.9;low;1;6
1029;-630.055.816.727.279;106.859.002.497.645;20;1;20;1;20;1;20;1;80;tertiary,trunk,residential,living_street,trunk_link;jalan lokal besar,jalan besar penghubung antar kota,jalan perumahan,jalan kecil / gang,trunk_link;9;1;41;1000;1;14;5;10;1;0.90%;51842;54705;16501.84;17413.23;high;1;1
1342;-629.115.116.332.198;106.860.176.062.107;20;1;20;1;20;1;20;1;80;residential,living_street,tertiary;jalan perumahan,jalan kecil / gang,jalan lokal besar;6;0;55;1000;1;16;3;10;1;0.90%;54050;57035;17204.61;18154.81;very_high;0;1
1558;-653.614;10.744.475;20;1;20;1;20;1;20;1;80;unmapped;unmapped;0;0;0;1500;2;9;9;10;1;1.70%;29815;32988;4217.89;4666.82;low;0;2
1579;-65.572.145.774.133;107.444.109.857.022;20;1;20;1;20;1;8;0;68;unmapped;unmapped;0;0;0;1500;1;8;11;10;1;1.70%;45683;50545;6462.8;7150.66;low;0;2
3393;-7.801.045;110.349.685;20;1;20;1;20;1;20;1;80;residential,primary,living_street,primary_link;jalan perumahan,jalan utama kota,jalan kecil / gang,akses jalan utama;8;1;45;2000;1;10;9;10;1;1.30%;80697;87200;11416.35;12336.28;medium;1;2
2365;-62.824;10.676.126;20;1;20;1;20;1;17;0;77;residential,living_street,secondary,tertiary;jalan perumahan,jalan kecil / gang,jalan penghubung utama,jalan lokal besar;10;1;40;1000;1;6;13;10;1;1.30%;41771;45137;13296.23;14367.63;high;1;1
1041;-616.120.776.899.425;107.298.218.439.906;20;1;20;1;20;1;7;0;67;residential,tertiary,living_street,secondary;jalan perumahan,jalan lokal besar,jalan kecil / gang,jalan penghubung utama;10;1;32;2000;0;10;10;10;1;0.00%;0;0;0;0;no_population;1;2
1210;-650.932.902.195.477;107.717.887.202.377;20;1;5;0;0;0;0;0;25;residential;jalan perumahan;2;0;3;1500;0;5;5;10;0;1.70%;11748;12998;1661.94;1838.83;low;1;2
1212;-650.699.618.616.053;107.721.983.779.793;20;1;5;0;0;0;0;0;25;residential;jalan perumahan;2;0;0;1500;0;5;5;10;0;1.70%;11748;12998;1661.94;1838.83;low;1;2
2281;-12.432.019;1.169.429.636;20;1;20;1;5;0;2;0;47;trunk,residential;jalan besar penghubung antar kota,jalan perumahan;5;1;30;2000;0;7;13;10;1;1.90%;56911;63715;4528.81;5070.25;low;1;4
2883;-6.199.652;106.762.543;20;1;20;1;20;1;20;1;80;primary,residential,living_street,primary_link;jalan utama kota,jalan perumahan,jalan kecil / gang,akses jalan utama;8;1;29;1000;0;12;8;10;1;0.50%;71159;73321;22650.72;23338.79;very_high;0;1
3040;-3.696.123;128.187.185;20;1;20;1;20;1;15;0;75;trunk,secondary,tertiary,residential;jalan besar penghubung antar kota,jalan penghubung utama,jalan lokal besar,jalan perumahan;10;1;14;2000;3;6;11;10;1;1.50%;131644;143945;10475.88;11454.78;medium;1;6
2215;2.162.561;117.457.465;20;1;20;1;10;0;0;0;50;trunk,trunk_link,tertiary,residential;jalan besar penghubung antar kota,akses jalan besar,jalan lokal besar,jalan perumahan;8;1;23;2000;2;7;11;10;1;1.90%;4474;5009;356.03;398.59;low;1;4
1942;355.629.021.222.589;986.261.528.330.795;20;1;20;1;20;1;18;0;78;residential,trunk,unclassified,living_street;jalan perumahan,jalan besar penghubung antar kota,jalan umum kecil,jalan kecil / gang;6;1;38;2000;1;9;10;10;1;1.90%;115391;129187;9182.55;10280.37;medium;1;3
1287;-614.483.954.010.426;10.695.627.122.642;20;1;20;1;14;0;6;0;60;tertiary,living_street,residential,unclassified;jalan lokal besar,jalan kecil / gang,jalan perumahan,jalan umum kecil;6;0;80;1000;0;11;9;10;1;1.70%;30158;33368;9599.59;10621.31;medium;1;1
2605;-61.565.039;1.069.597.859;20;1;20;1;14;0;9;0;63;tertiary,unclassified,living_street,residential;jalan lokal besar,jalan umum kecil,jalan kecil / gang,jalan perumahan;6;0;56;1000;0;11;9;10;1;1.30%;32502;35121;10345.7;11179.35;medium;0;1
2334;-629.375.388.626.875;106.796.060.215.743;20;1;20;1;20;1;20;1;80;trunk,secondary,primary,trunk_link,secondary_link,residential,tertiary,unclassified,motorway_link;jalan besar penghubung antar kota,jalan penghubung utama,jalan utama kota,akses jalan besar,akses jalan penghubung,jalan perumahan,jalan lokal besar,jalan umum kecil,akses masuk/keluar tol;10;1;29;1000;1;15;4;10;1;0.90%;43988;46417;14001.8;14775.11;high;1;1
2746;-6.268.684;106.766.187;20;1;20;1;20;1;20;1;80;secondary,residential,tertiary,living_street,secondary_link;jalan penghubung utama,jalan perumahan,jalan lokal besar,jalan kecil / gang,akses jalan penghubung;10;1;53;1000;0;9;11;10;1;0.90%;49554;52291;15773.63;16644.8;high;1;1
2362;-61.760.583.295.419;106.820.485.436.324;20;1;20;1;20;1;20;1;80;secondary,primary,residential,primary_link;jalan penghubung utama,jalan utama kota,jalan perumahan,akses jalan utama;10;1;12;1000;0;12;8;10;1;0.90%;55507;58573;17668.52;18644.34;very_high;0;1
1107;-62.956.056.659.909;107.147.448.040.846;20;1;20;1;20;1;17;0;77;primary,residential,primary_link,tertiary,secondary,secondary_link,living_street;jalan utama kota,jalan perumahan,primary_link,jalan lokal besar,jalan penghubung utama,secondary_link,jalan kecil / gang;10;1;32;1500;0;10;10;10;1;1.30%;33727;36445;10735.71;11600.78;medium;1;1
1103;-654.443.730.772.314;106.821.772.993.269;20;1;20;1;20;1;17;0;77;tertiary,living_street,residential;jalan lokal besar,jalan kecil / gang,jalan perumahan;6;0;50;1000;0;11;9;10;1;1.30%;72094;77903;10199.19;11021.03;medium;1;1
1830;-633.356.665.838.211;107.307.517.652.492;20;1;20;1;20;1;18;0;78;primary,residential,living_street;jalan utama kota,jalan perumahan,jalan kecil / gang;8;1;52;1500;1;8;11;10;1;1.70%;41884;46342;5925.43;6556.1;low;0;2
1823;31.796.655.795.677;98.510.821.844.495;20;1;20;1;16;0;5;0;61;trunk,residential,unclassified,tertiary;jalan besar penghubung antar kota,jalan perumahan,jalan umum kecil,jalan lokal besar;8;1;25;2000;0;11;9;10;1;1.90%;10639;11911;846.6;947.82;low;0;3
3016;-3.658.972;128.192.083;20;1;20;1;7;0;8;0;55;tertiary,residential;jalan lokal besar,jalan perumahan;5;0;43;2000;4;8;8;10;1;1.90%;90647;101484;7213.42;8075.82;low;1;6
1778;-5.498.897;119.853.947;14;0;20;1;0;0;2;0;36;unclassified,residential,primary;jalan umum kecil,jalan perumahan,jalan utama kota;7;1;10;2000;0;3;3;6;0;1.90%;3953;4426;314.58;352.19;low;1;5
2884;-732.903.192.373.974;112.775.611.237.013;20;1;20;1;20;1;18;0;78;tertiary,residential,tertiary_link;jalan lokal besar,jalan perumahan,akses jalan lokal;5;0;31;1500;0;10;10;10;1;1.30%;83169;89870;11765.96;12714.06;medium;1;2
1463;-733.157.170.246.315;112.784.049.089.966;20;1;20;1;20;1;20;1;80;tertiary,residential;jalan lokal besar,jalan perumahan;5;0;33;1500;0;10;10;10;1;1.70%;68774;76093;9729.47;10765.02;medium;0;2
2865;-732.075.465.176.245;112.765.927.491.895;20;1;20;1;20;1;9;0;69;tertiary,residential,tertiary_link;jalan lokal besar,jalan perumahan,akses jalan lokal;5;0;34;1500;1;9;10;10;1;1.30%;95138;102804;13459.24;14543.78;high;1;2
3197;10.409.235;1.208.100.291;20;1;20;1;20;1;9;0;69;residential,trunk;jalan perumahan,jalan besar penghubung antar kota;5;1;16;2000;1;3;16;10;1;1.90%;17330;19402;1379.09;1543.97;low;1;5
3348;-699.611.871.561.412;110.409.268.346.402;20;1;20;1;20;1;20;1;80;trunk,secondary,residential,tertiary,living_street;jalan besar penghubung antar kota,jalan penghubung utama,jalan perumahan,jalan lokal besar,jalan kecil / gang;10;1;35;1500;2;11;7;10;1;1.30%;76977;83180;10890.03;11767.55;medium;1;2
3402;-7.808.519;110.355.025;20;1;20;1;20;1;20;1;80;residential,tertiary,secondary,primary,living_street;jalan perumahan,jalan lokal besar,jalan penghubung utama,jalan utama kota,jalan kecil / gang;10;1;24;1500;1;9;10;10;1;1.30%;80697;87200;11416.35;12336.28;medium;1;2
1402;-623.813.715.176.313;106.752.659.117.241;20;1;20;1;20;1;20;1;80;tertiary,residential,living_street,primary,primary_link;jalan lokal besar,jalan perumahan,jalan kecil / gang,jalan utama kota,akses jalan utama;10;1;46;1000;1;10;9;10;1;0.90%;51151;53976;16281.87;17181.12;high;0;1
1728;-42.152.649.194.632;12.001.008.112.758;16;0;12;0;2;0;0;0;30;residential,primary;jalan perumahan,jalan utama kota;7;1;18;2000;1;1;3;5;0;1.90%;3524;3945;280.41;313.93;low;1;5
2900;-714.618.611.381.758;112.596.602.704.644;20;1;20;1;6;0;3;0;49;residential;jalan perumahan;2;0;124;1500;2;10;8;10;1;1.70%;15071;16676;2132.17;2359.11;low;1;2
2778;-74.188;11.267.353;20;1;20;1;19;0;6;0;65;residential,secondary,unclassified,tertiary,living_street;jalan perumahan,jalan penghubung utama,jalan umum kecil,jalan lokal besar,jalan kecil / gang;10;1;71;1500;0;11;9;10;1;1.70%;30865;34150;4366.55;4831.3;low;1;2
2750;-2.919.656;104.801.774;20;1;20;1;13;0;6;0;59;residential,living_street,tertiary;jalan perumahan,jalan kecil / gang,jalan lokal besar;6;0;24;2000;0;10;10;10;1;1.90%;9139;10232;727.29;814.24;low;1;3
3710;0.793361;1.273.805;20;1;20;1;20;1;20;1;80;tertiary,residential,unclassified,living_street;jalan lokal besar,jalan perumahan,jalan umum kecil,jalan kecil / gang;6;0;46;2000;3;7;10;10;1;1.90%;112512;125964;8953.45;10023.87;medium;1;6
3498;-75.808.293;1.101.384.638;20;1;20;1;14;0;2;0;56;primary,residential;jalan utama kota,jalan perumahan;7;1;14;1500;1;13;6;10;1;1.70%;10927;12090;1545.9;1710.44;low;1;2
2026;-619.281.434.119.301;106.853.682.941.263;20;1;20;1;20;1;20;1;80;secondary,tertiary,residential,living_street,secondary_link;jalan penghubung utama,jalan lokal besar,jalan perumahan,jalan kecil / gang,akses jalan penghubung;10;1;37;1000;2;12;6;10;1;0.50%;59475;61281;18931.34;19506.42;very_high;0;1
1160;-6.071;10.665.026;20;1;20;1;16;0;10;0;66;unmapped;unmapped;0;0;0;1000;2;11;7;10;1;1.70%;28420;31445;9046.39;10009.24;medium;0;1
2719;-29.640.103;1.047.584.286;20;1;20;1;20;1;20;1;80;unclassified,tertiary,residential,living_street;jalan umum kecil,jalan lokal besar,jalan perumahan,jalan kecil / gang;6;0;90;2000;0;11;9;10;1;1.10%;189653;202520;15092.13;16116.01;high;1;3
1634;-554.488.614.844.288;120.191.129.611.559;20;1;20;1;20;1;7;0;67;residential,secondary,primary_link;jalan perumahan,jalan penghubung utama,akses jalan utama;6;1;68;2000;3;12;5;10;1;1.90%;38817;43457;3088.93;3458.22;low;1;5
3678;1.477.252;124.836.297;20;1;20;1;20;1;20;1;80;tertiary,primary,living_street,residential,trunk;jalan lokal besar,jalan utama kota,jalan kecil / gang,jalan perumahan,jalan besar penghubung antar kota;10;1;21;2000;0;6;14;10;1;1.90%;94101;105351;7488.31;8383.57;low;1;5
3640;129.821.186.985.665;12.491.062.686.404;20;1;20;1;12;0;9;0;61;trunk,residential,living_street;jalan besar penghubung antar kota,jalan perumahan,jalan kecil / gang;6;1;32;2000;3;10;7;10;1;1.90%;21363;23917;1700;1903.24;low;1;5
3418;-7.694.015;110.828.152;20;1;20;1;4;0;3;0;47;residential,primary;jalan perumahan,jalan utama kota;7;1;4;1500;0;5;15;10;1;1.70%;15223;16843;2153.57;2382.78;low;1;2
2193;21.618.352;1.175.042.624;20;1;20;1;20;1;3;0;63;residential;jalan perumahan;2;0;9;2000;7;9;4;10;1;1.90%;4829;5406;384.25;430.19;low;1;4
3378;-748.601.702.070.421;110.695.654.153.612;20;1;20;1;6;0;1;0;47;primary,secondary,residential,tertiary;jalan utama kota,jalan penghubung utama,jalan perumahan,jalan lokal besar;10;1;33;1500;0;5;5;10;0;1.70%;6836;7563;967.07;1070;low;1;2
3530;-398.463;12.240.353;16;0;11;0;2;0;1;0;30;trunk,residential;jalan besar penghubung antar kota,jalan perumahan;5;1;5;2000;0;4;4;8;0;1.90%;804;900;63.96;71.61;low;1;5
3573;-221.604.412.372.894;121.625.830.940.294;20;1;10;0;3;0;0;0;33;residential,trunk;jalan perumahan,jalan besar penghubung antar kota;5;1;5;2000;1;2;2;5;0;1.90%;1037;1161;82.56;92.43;low;1;5
2078;3.599.023;98.653.543;20;1;20;1;20;1;20;1;80;tertiary,residential,living_street;jalan lokal besar,jalan perumahan,jalan kecil / gang;6;0;22;2000;0;2;18;10;1;1.50%;151949;166148;12091.75;13221.64;medium;1;3
3763;1.511.992;124.849.472;20;1;20;1;16;0;3;0;59;trunk,unclassified,residential,living_street;jalan besar penghubung antar kota,jalan umum kecil,jalan perumahan,jalan kecil / gang;6;1;35;2000;2;14;4;10;1;1.90%;68429;76610;5445.41;6096.43;low;1;5
2052;0.5686765;978.161.093;20;1;20;1;4;0;8;0;52;trunk,residential,tertiary;jalan besar penghubung antar kota,jalan perumahan,jalan lokal besar;8;1;11;2000;2;7;7;10;1;1.90%;10479;11732;833.93;933.63;low;1;3
1977;293.805;9.860.854;20;1;20;1;8;0;0;0;48;trunk,residential,unclassified,primary;jalan besar penghubung antar kota,jalan perumahan,jalan umum kecil,jalan utama kota;10;1;25;2000;1;5;4;10;0;1.90%;3612;4044;287.45;321.81;low;1;3
3691;1.435.726;124.971.829;20;1;20;1;8;0;7;0;55;unclassified,trunk,residential;jalan umum kecil,jalan besar penghubung antar kota,jalan perumahan;5;1;33;2000;1;11;8;10;1;1.90%;11522;12899;916.85;1026.47;low;1;5
1976;172.365.601.797.713;988.056.571.158.065;20;1;20;1;9;0;6;0;55;trunk,unclassified,residential,living_street;jalan besar penghubung antar kota,jalan umum kecil,jalan perumahan,jalan kecil / gang;6;1;24;2000;2;7;4;10;1;1.90%;23934;26796;1904.64;2132.34;low;1;3
3273;-170.912.111.545;1.193.043.033.682;20;1;6;0;2;0;0;0;28;residential,trunk;jalan perumahan,jalan besar penghubung antar kota;5;1;7;2000;1;2;2;5;0;1.90%;3725;4170;296.42;331.86;low;1;5
2805;0.75543;1.273.287;20;1;20;1;1;0;0;0;41;unmapped;unmapped;0;0;0;2000;1;6;5;10;1;0.00%;0;0;0;0;no_population;0;6
2862;-726.427;11.269.407;20;1;20;1;20;1;13;0;73;residential,tertiary,secondary,living_street;jalan perumahan,jalan lokal besar,jalan penghubung utama,jalan kecil / gang;10;1;43;1500;1;6;13;10;1;1.70%;69360;76742;9812.36;10856.74;medium;1;2
3095;-3.302.222;127.017.417;4;0;6;0;0;0;0;0;10;residential,trunk,unclassified;jalan perumahan,jalan besar penghubung antar kota,jalan umum kecil;5;1;40;2000;1;1;0;2;0;1.90%;2215;2480;176.25;197.32;low;1;6
2361;-616.101.087.910.931;106.825.108.935.238;20;1;20;1;20;1;20;1;80;tertiary,secondary,residential,living_street,secondary_link;jalan lokal besar,jalan penghubung utama,jalan perumahan,jalan kecil / gang,akses jalan penghubung;10;1;38;1000;2;12;6;10;1;0.50%;59827;61644;19043.46;19621.96;very_high;1;1
2526;-639.480.950.438.244;106.785.678.806.068;20;1;20;1;20;1;20;1;80;trunk,motorway_link,residential,living_street;jalan besar penghubung antar kota,akses masuk/keluar tol,jalan perumahan,jalan kecil / gang;6;1;47;1000;2;15;3;10;1;1.30%;38164;41239;12148.01;13126.89;medium;1;1
2595;-6.280.367;1.068.365.304;20;1;20;1;20;1;20;1;80;tertiary,residential,living_street;jalan lokal besar,jalan perumahan,jalan kecil / gang;6;0;33;1000;3;9;8;10;1;0.90%;49156;51871;15646.75;16510.91;high;1;1
2806;-736.814.262.164.157;112.679.001.795.882;20;1;20;1;11;0;1;0;52;secondary,residential,living_street;jalan penghubung utama,jalan perumahan,jalan kecil / gang;7;1;18;1500;0;11;9;10;1;1.70%;36789;40705;5204.58;5758.53;low;1;2
3631;14.492.689.839.276;124.811.186.727.682;20;1;20;1;14;0;20;1;74;residential,secondary,living_street;jalan perumahan,jalan penghubung utama,jalan kecil / gang;7;1;57;2000;2;10;8;10;1;1.90%;36009;40314;2865.52;3208.1;low;1;5
1455;-738.424;11.276.141;20;1;20;1;20;1;10;0;70;unmapped;unmapped;0;0;0;1500;2;10;8;10;1;1.70%;44040;48728;6230.43;6893.56;low;0;2
2816;-737.935;11.276.252;20;1;20;1;20;1;8;0;68;trunk,secondary,residential,unclassified,tertiary,trunk_link;jalan besar penghubung antar kota,jalan penghubung utama,jalan perumahan,jalan umum kecil,jalan lokal besar,akses jalan besar;10;1;27;1500;1;9;10;10;1;1.70%;41535;45956;5876;6501.41;low;1;2
1493;358.595.563.620.049;985.968.236.755.255;20;1;20;1;14;0;12;0;66;tertiary,living_street,unclassified,residential;jalan lokal besar,jalan kecil / gang,jalan umum kecil,jalan perumahan;6;0;50;2000;1;8;11;10;1;1.90%;42072;47101;3347.95;3748.21;low;0;3
2097;3.485.584;99.135.487;20;1;20;1;15;0;4;0;59;unclassified,residential,trunk;jalan umum kecil,jalan perumahan,jalan besar penghubung antar kota;5;1;6;2000;1;5;4;10;0;1.90%;13321;14913;1060.01;1186.74;low;1;3
1848;36.073.397.327.212;98.759.696.407.033;20;1;20;1;20;1;19;0;79;secondary,trunk,residential,living_street;jalan penghubung utama,jalan besar penghubung antar kota,jalan perumahan,jalan kecil / gang;10;1;42;2000;1;7;12;10;1;1.90%;42932;48065;3416.45;3824.9;low;1;3
2069;29.192.926;995.496.842;20;1;12;0;2;0;3;0;37;primary,residential,tertiary;jalan utama kota,jalan perumahan,jalan lokal besar;10;1;23;2000;2;1;7;10;0;1.90%;3432;3842;273.07;305.72;low;1;3
2304;-34.263.488;1.148.559.364;20;1;20;1;20;1;18;0;78;secondary,residential,tertiary,unclassified,living_street;jalan penghubung utama,jalan perumahan,jalan lokal besar,jalan umum kecil,jalan kecil / gang;10;1;68;2000;1;9;10;10;1;1.90%;42092;47124;3349.56;3750.02;low;1;4
2287;-34.317.107;1.148.687.989;20;1;20;1;7;0;4;0;51;residential,secondary,unclassified,tertiary,living_street;jalan perumahan,jalan penghubung utama,jalan umum kecil,jalan lokal besar,jalan kecil / gang;10;1;54;2000;1;13;6;10;1;1.90%;28314;31699;2253.12;2522.49;low;1;4
2486;-617.738.800.740.717;106.702.349.504.299;20;1;20;1;20;1;18;0;78;living_street,residential;jalan kecil / gang,jalan perumahan;3;0;48;1000;1;7;12;10;1;0.90%;56430;59547;17962.21;18954.25;very_high;1;1
2232;2.850.442;117.363.977;20;1;20;1;20;1;5;0;65;tertiary,trunk,residential,living_street;jalan lokal besar,jalan besar penghubung antar kota,jalan perumahan,jalan kecil / gang;9;1;20;2000;5;8;7;10;1;1.90%;6609;7400;525.96;588.84;low;1;4
1881;-658.715.991.756.098;10.678.377.893.497;20;1;20;1;20;1;20;1;80;unmapped;unmapped;0;0;0;1000;0;13;7;10;1;0.90%;99877;105393;14129.65;14910.03;high;0;1
3371;-703.749.393.436.322;110.474.373.693.785;20;1;20;1;13;0;7;0;60;residential,secondary,living_street;jalan perumahan,jalan penghubung utama,jalan kecil / gang;7;1;123;1500;0;13;7;10;1;1.70%;37374;41352;5287.37;5850.13;low;1;2
2243;28.547.843;1.173.702.805;20;1;20;1;20;1;5;0;65;secondary,trunk,residential,tertiary,unclassified;jalan penghubung utama,jalan besar penghubung antar kota,jalan perumahan,jalan lokal besar,jalan umum kecil;10;1;36;2000;5;9;6;10;1;1.90%;4822;5398;383.72;429.59;low;1;4
2297;-0.4563879;1.171.114.739;20;1;20;1;4;0;2;0;46;residential,primary;jalan perumahan,jalan utama kota;7;1;4;2000;1;9;10;10;1;1.90%;21943;24566;1746.14;1954.89;low;1;4
2999;-7.751.789;112.731.888;20;1;20;1;2;0;2;0;44;trunk_link,tertiary,trunk,residential;akses jalan besar,jalan lokal besar,jalan besar penghubung antar kota,jalan perumahan;8;1;25;1500;1;7;8;10;1;1.70%;11505;12730;1627.66;1800.9;low;1;6
2007;29.607.529;996.492.383;20;1;20;1;6;0;7;0;53;residential,tertiary,trunk,living_street;jalan perumahan,jalan lokal besar,jalan besar penghubung antar kota,jalan kecil / gang;9;1;23;2000;0;6;8;10;1;1.90%;19552;21889;1555.86;1741.87;low;1;3
1745;-2.565.285;140.513.047;20;1;20;1;20;1;4;0;64;residential,unclassified,trunk;jalan perumahan,jalan umum kecil,jalan besar penghubung antar kota;5;1;36;2000;0;10;10;10;1;1.90%;17302;19370;1376.82;1541.43;low;1;7
2310;-0.4765956;1.171.673.649;20;1;20;1;20;1;8;0;68;tertiary,residential,living_street;jalan lokal besar,jalan perumahan,jalan kecil / gang;6;0;60;2000;0;10;10;10;1;1.90%;95268;106657;7581.15;8487.51;low;1;4
2356;-611.833;10.657.543;20;1;20;1;20;1;6;0;66;tertiary,residential,living_street,primary;jalan lokal besar,jalan perumahan,jalan kecil / gang,jalan utama kota;10;1;37;1000;1;7;12;10;1;1.70%;21666;23972;6896.63;7630.67;low;1;1
2705;-6.122.319;106.579.492;20;1;20;1;20;1;5;0;65;primary,residential,living_street;jalan utama kota,jalan perumahan,jalan kecil / gang;8;1;29;1000;0;9;11;10;1;1.70%;25413;28118;8089.17;8950.14;low;1;1
2122;-125.039.061.749.323;116.903.357.193.146;20;1;20;1;18;0;6;0;64;tertiary,residential,unclassified;jalan lokal besar,jalan perumahan,jalan umum kecil;5;0;57;2000;0;12;8;10;1;1.90%;63985;71634;5091.74;5700.48;low;1;4
2468;-604.978;10.607.311;20;1;20;1;16;0;7;0;63;tertiary,residential,unclassified;jalan lokal besar,jalan perumahan,jalan umum kecil;5;0;85;1500;1;13;6;10;1;1.70%;31621;34987;4473.48;4949.61;low;1;2
1240;-655.704.103.006.174;107.767.366.535.962;20;1;20;1;20;1;6;0;66;residential,primary,living_street;jalan perumahan,jalan utama kota,jalan kecil / gang;8;1;68;1500;0;8;12;10;1;1.70%;25248;27935;3571.88;3952.05;low;1;2
1707;-634.719.924.303.686;106.747.741.038.723;20;1;20;1;20;1;20;1;80;secondary,residential,living_street,trunk_link,secondary_link;jalan penghubung utama,jalan perumahan,jalan kecil / gang,akses jalan besar,akses jalan penghubung;7;1;38;1000;0;12;8;10;1;1.90%;61250;68573;4874.12;5456.84;low;0;1
2188;-0.89116277799719;119.878.453.904.711;20;1;20;1;20;1;20;1;80;tertiary,unclassified,residential;jalan lokal besar,jalan umum kecil,jalan perumahan;5;0;70;2000;4;10;6;10;1;1.70%;28609;31654;9106.42;10075.65;medium;0;5
2607;-62.096.712;1.068.263.783;20;1;20;1;20;1;20;1;80;tertiary,residential,living_street;jalan lokal besar,jalan perumahan,jalan kecil / gang;6;0;38;1000;1;11;8;10;1;0.90%;55662;58736;17717.7;18696.25;very_high;1;1
1885;360.087;9.864.205;20;1;20;1;20;1;20;1;80;residential,unclassified,living_street;jalan perumahan,jalan umum kecil,jalan kecil / gang;3;0;43;2000;1;7;12;10;1;1.50%;144420;157915;11492.59;12566.49;medium;1;3
1071;-624.371;10.704.176;20;1;20;1;20;1;20;1;80;tertiary,residential,living_street;jalan lokal besar,jalan perumahan,jalan kecil / gang;6;0;88;1000;1;13;6;10;1;0.90%;45510;48024;14486.38;15286.45;high;1;1
1319;-63.727.993.189;1.070.066.999.975;20;1;20;1;7;0;8;0;55;residential,secondary,living_street;jalan perumahan,jalan penghubung utama,jalan kecil / gang;7;1;43;1000;1;7;7;10;1;1.70%;11428;12644;3637.56;4024.73;low;1;1
2694;-6.267.692.663;1.070.760.074;20;1;20;1;20;1;20;1;80;tertiary,living_street,trunk,residential,trunk_link;jalan lokal besar,jalan kecil / gang,jalan besar penghubung antar kota,jalan perumahan,akses jalan besar;9;1;34;1000;0;13;7;10;1;0.00%;0;0;0;0;no_population;0;1
2629;-63.471.244;106.676.878;20;1;20;1;15;0;6;0;61;primary,unclassified,residential,living_street;jalan utama kota,jalan umum kecil,jalan perumahan,jalan kecil / gang;8;1;48;1000;1;13;6;10;1;1.70%;22496;24890;7160.67;7922.82;low;1;1
3467;-7.623.919;110.818.485;20;1;20;1;7;0;2;0;49;tertiary,secondary,residential,living_street;jalan lokal besar,jalan penghubung utama,jalan perumahan,jalan kecil / gang;10;1;100;1500;1;8;11;10;1;1.70%;27086;29969;3831.87;4239.71;low;1;2
1601;-627.597.696.074.841;106.841.580.238.035;20;1;20;1;20;1;20;1;80;unmapped;unmapped;0;0;0;1000;3;12;5;10;1;1.70%;21817;24139;6944.55;7683.69;low;0;1
1917;221.286;9.897.296;20;1;20;1;11;0;2;0;53;residential,trunk,tertiary,trunk_link;jalan perumahan,jalan besar penghubung antar kota,jalan lokal besar,akses jalan besar;8;1;38;2000;0;5;5;10;0;1.90%;8583;9610;683.04;764.7;low;1;3
2970;-745.813;112.681.965;20;1;20;1;5;0;5;0;50;tertiary,residential,unclassified,living_street;jalan lokal besar,jalan perumahan,jalan umum kecil,jalan kecil / gang;6;0;46;1500;2;11;7;10;1;1.70%;37881;41913;5359.11;5929.51;low;1;2
3743;112.254.972.512.624;12.820.470.041.786;5;0;4;0;0;0;2;0;11;residential,trunk;jalan perumahan,jalan besar penghubung antar kota;5;1;22;2000;1;2;0;3;0;1.90%;860;963;68.42;76.59;low;1;6
2791;-731.395.095.919.527;112.749.379.321.101;20;1;20;1;20;1;20;1;80;residential,living_street;jalan perumahan,jalan kecil / gang;3;0;47;1500;1;6;13;10;1;1.30%;94866;102510;13420.77;14502.21;high;1;2
1894;20.415.340.425.138;99.876.714.189.071;20;1;20;1;10;0;0;0;50;primary,unclassified,residential,living_street;jalan utama kota,jalan umum kecil,jalan perumahan,jalan kecil / gang;8;1;19;2000;0;10;5;10;1;1.90%;7884;8827;627.39;702.39;low;1;3
3282;0.128377;120.123.726;2;0;8;0;0;0;1;0;11;unclassified,trunk,residential;jalan umum kecil,jalan besar penghubung antar kota,jalan perumahan;5;1;6;2000;1;0;0;1;0;1.90%;2096;2346;166.77;186.7;low;1;5
2845;-795.462.859.202.908;112.606.490.471.164;20;1;20;1;20;1;9;0;69;tertiary,residential,living_street;jalan lokal besar,jalan perumahan,jalan kecil / gang;6;0;38;1500;0;8;12;10;1;1.30%;97710;105584;13823.19;14937.05;high;1;2
1309;-634.423;10.671.949;20;1;20;1;20;1;20;1;80;unmapped;unmapped;0;0;0;1000;1;12;7;10;1;1.70%;27529;30459;8762.64;9695.29;low;0;1
2821;-726.677.928.045.271;112.707.610.065.929;20;1;20;1;20;1;16;0;76;residential,secondary_link,secondary,motorway_link,living_street;jalan perumahan,akses jalan penghubung,jalan penghubung utama,akses masuk/keluar tol,jalan kecil / gang;7;1;46;1500;3;9;8;10;1;1.30%;91133;98476;12892.63;13931.51;medium;1;2
2768;-726.294.507.857.566;112.712.328.306.319;20;1;20;1;20;1;16;0;76;residential,living_street;jalan perumahan,jalan kecil / gang;3;0;57;1500;2;8;10;10;1;1.30%;91133;98476;12892.63;13931.51;medium;1;2
